start_date,current_date,starting_pop,current_pop,female_pop_pct,male_pop_pct,sick,recovered,uninfected,dead,vacinated,wasted_vaccine,mortality_rate,infection_rate,teacher_sick_rate,hospital_worker_sick_rate,frontline_worker_sick_rate
2021-01-01,2021-01-01,2000,2000,0.4795,0.5205,92,8,1900,0,0,0,0.0,0.05,0.03409090909090909,0.018867924528301886,0.08196721311475409
2021-01-01,2021-01-02,2000,2000,0.4795,0.5205,92,10,1898,0,0,0,0.0,0.051,0.03409090909090909,0.018867924528301886,0.08196721311475409
2021-01-01,2021-01-03,2000,2000,0.4795,0.5205,90,13,1897,0,0,0,0.0,0.0515,0.03409090909090909,0.018867924528301886,0.08196721311475409
2021-01-01,2021-01-04,2000,2000,0.4795,0.5205,88,21,1891,0,0,0,0.0,0.0545,0.03409090909090909,0.05660377358490566,0.08196721311475409
2021-01-01,2021-01-05,2000,2000,0.4795,0.5205,87,26,1887,0,0,0,0.0,0.0565,0.03409090909090909,0.07547169811320754,0.09016393442622951
2021-01-01,2021-01-06,2000,2000,0.4795,0.5205,85,33,1882,0,0,0,0.0,0.059,0.03409090909090909,0.07547169811320754,0.09016393442622951
2021-01-01,2021-01-07,2000,2000,0.4795,0.5205,81,38,1881,0,0,0,0.0,0.0595,0.03409090909090909,0.07547169811320754,0.09016393442622951
2021-01-01,2021-01-08,2000,2000,0.4795,0.5205,78,45,1877,0,0,0,0.0,0.0615,0.03409090909090909,0.07547169811320754,0.09016393442622951
2021-01-01,2021-01-09,2000,2000,0.4795,0.5205,77,51,1872,0,0,0,0.0,0.064,0.03409090909090909,0.07547169811320754,0.09016393442622951
2021-01-01,2021-01-10,2000,2000,0.4795,0.5205,78,54,1868,0,0,0,0.0,0.066,0.03409090909090909,0.07547169811320754,0.09016393442622951
2021-01-01,2021-01-11,2000,2000,0.4795,0.5205,75,60,1865,0,0,0,0.0,0.0675,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-12,2000,2000,0.4795,0.5205,80,64,1856,0,0,0,0.0,0.072,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-13,2000,2000,0.4795,0.5205,82,65,1853,0,0,0,0.0,0.0735,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-14,2000,2000,0.4795,0.5205,84,67,1849,0,0,0,0.0,0.0755,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-15,2000,2000,0.4795,0.5205,83,69,1848,0,0,0,0.0,0.076,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-16,2000,2000,0.4795,0.5205,83,72,1845,0,0,0,0.0,0.0775,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-17,2000,2000,0.4795,0.5205,84,76,1840,0,200,20,0.0,0.08,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-18,2000,2000,0.4795,0.5205,87,80,1833,0,200,20,0.0,0.0835,0.03409090909090909,0.09433962264150944,0.09016393442622951
2021-01-01,2021-01-19,2000,2000,0.4795,0.5205,84,85,1831,0,200,20,0.0,0.0845,0.03409090909090909,0.09433962264150944,0.09836065573770492
2021-01-01,2021-01-20,2000,2000,0.4795,0.5205,87,90,1823,0,200,20,0.0,0.0885,0.03409090909090909,0.09433962264150944,0.11475409836065574
2021-01-01,2021-01-21,2000,2000,0.4795,0.5205,85,94,1821,0,200,20,0.0,0.0895,0.03409090909090909,0.09433962264150944,0.11475409836065574
2021-01-01,2021-01-22,2000,2000,0.4795,0.5205,83,98,1819,0,200,20,0.0,0.0905,0.03409090909090909,0.11320754716981132,0.11475409836065574
2021-01-01,2021-01-23,2000,2000,0.4795,0.5205,84,101,1815,0,200,20,0.0,0.0925,0.03409090909090909,0.11320754716981132,0.11475409836065574
2021-01-01,2021-01-24,2000,1999,0.4795,0.5205,81,106,1812,1,200,20,0.009345794392523364,0.094,0.03409090909090909,0.11320754716981132,0.11475409836065574
2021-01-01,2021-01-25,2000,1999,0.4795,0.5205,89,107,1803,1,200,20,0.009259259259259259,0.0985,0.03409090909090909,0.1320754716981132,0.11475409836065574
2021-01-01,2021-01-26,2000,1999,0.4795,0.5205,88,112,1799,1,200,20,0.008849557522123894,0.1005,0.045454545454545456,0.1320754716981132,0.11475409836065574
2021-01-01,2021-01-27,2000,1999,0.4795,0.5205,90,117,1792,1,200,20,0.00847457627118644,0.104,0.045454545454545456,0.1320754716981132,0.12295081967213115
2021-01-01,2021-01-28,2000,1999,0.4795,0.5205,87,124,1788,1,200,20,0.008,0.106,0.056818181818181816,0.1320754716981132,0.13934426229508196
2021-01-01,2021-01-29,2000,1999,0.4795,0.5205,87,127,1785,1,200,20,0.0078125,0.1075,0.056818181818181816,0.1320754716981132,0.1557377049180328
2021-01-01,2021-01-30,2000,1999,0.4795,0.5205,82,136,1781,1,200,20,0.0072992700729927005,0.1095,0.056818181818181816,0.1320754716981132,0.1557377049180328
2021-01-01,2021-01-31,2000,1998,0.4795,0.5205,86,138,1774,2,200,20,0.014285714285714285,0.113,0.06818181818181818,0.1509433962264151,0.1557377049180328
2021-01-01,2021-02-01,2000,1997,0.4795,0.5205,83,140,1774,3,400,43,0.02097902097902098,0.113,0.06818181818181818,0.1509433962264151,0.1557377049180328
2021-01-01,2021-02-02,2000,1997,0.4795,0.5205,82,143,1772,3,400,43,0.02054794520547945,0.114,0.06818181818181818,0.1509433962264151,0.1557377049180328
2021-01-01,2021-02-03,2000,1997,0.4795,0.5205,89,144,1764,3,400,43,0.02040816326530612,0.118,0.06818181818181818,0.1509433962264151,0.16393442622950818
2021-01-01,2021-02-04,2000,1997,0.4795,0.5205,81,154,1762,3,400,43,0.01910828025477707,0.119,0.06818181818181818,0.1509433962264151,0.16393442622950818
2021-01-01,2021-02-05,2000,1997,0.4795,0.5205,77,162,1758,3,400,43,0.01818181818181818,0.121,0.06818181818181818,0.16981132075471697,0.1721311475409836
2021-01-01,2021-02-06,2000,1997,0.4795,0.5205,72,171,1754,3,400,43,0.017241379310344827,0.123,0.06818181818181818,0.16981132075471697,0.1721311475409836
2021-01-01,2021-02-07,2000,1997,0.4795,0.5205,74,171,1752,3,400,43,0.017241379310344827,0.124,0.06818181818181818,0.16981132075471697,0.1721311475409836
2021-01-01,2021-02-08,2000,1997,0.4795,0.5205,75,174,1748,3,400,43,0.01694915254237288,0.126,0.06818181818181818,0.16981132075471697,0.1721311475409836
2021-01-01,2021-02-09,2000,1997,0.4795,0.5205,75,177,1745,3,400,43,0.016666666666666666,0.1275,0.07954545454545454,0.16981132075471697,0.1721311475409836
2021-01-01,2021-02-10,2000,1997,0.4795,0.5205,72,181,1744,3,400,43,0.016304347826086956,0.128,0.07954545454545454,0.16981132075471697,0.1721311475409836
2021-01-01,2021-02-11,2000,1997,0.4795,0.5205,75,183,1739,3,400,43,0.016129032258064516,0.1305,0.07954545454545454,0.16981132075471697,0.1721311475409836
