start_date,current_date,starting_pop,current_pop,female_pop_pct,male_pop_pct,sick,recovered,uninfected,dead,vacinated,wasted_vaccine,mortality_rate,infection_rate,teacher_sick_rate,hospital_worker_sick_rate,frontline_worker_sick_rate
2021-01-01,2021-01-01,2000,2000,0.506,0.494,91,9,1900,0,0,0,0.0,0.05,0.08045977011494253,0.06557377049180328,0.075
2021-01-01,2021-01-02,2000,2000,0.506,0.494,87,13,1900,0,0,0,0.0,0.05,0.08045977011494253,0.06557377049180328,0.075
2021-01-01,2021-01-03,2000,2000,0.506,0.494,85,18,1897,0,0,0,0.0,0.0515,0.08045977011494253,0.06557377049180328,0.075
2021-01-01,2021-01-04,2000,2000,0.506,0.494,80,24,1896,0,0,0,0.0,0.052,0.08045977011494253,0.06557377049180328,0.075
2021-01-01,2021-01-05,2000,2000,0.506,0.494,73,33,1894,0,0,0,0.0,0.053,0.08045977011494253,0.06557377049180328,0.075
2021-01-01,2021-01-06,2000,2000,0.506,0.494,68,40,1892,0,0,0,0.0,0.054,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-07,2000,2000,0.506,0.494,70,42,1888,0,0,0,0.0,0.056,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-08,2000,2000,0.506,0.494,68,45,1887,0,0,0,0.0,0.0565,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-09,2000,2000,0.506,0.494,66,51,1883,0,0,0,0.0,0.0585,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-10,2000,2000,0.506,0.494,66,55,1879,0,0,0,0.0,0.0605,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-11,2000,2000,0.506,0.494,66,57,1877,0,0,0,0.0,0.0615,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-12,2000,2000,0.506,0.494,58,67,1875,0,0,0,0.0,0.0625,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-13,2000,2000,0.506,0.494,58,69,1873,0,0,0,0.0,0.0635,0.08045977011494253,0.08196721311475409,0.075
2021-01-01,2021-01-14,2000,2000,0.506,0.494,59,71,1870,0,0,0,0.0,0.065,0.09195402298850575,0.08196721311475409,0.08333333333333333
2021-01-01,2021-01-15,2000,2000,0.506,0.494,55,76,1869,0,0,0,0.0,0.0655,0.09195402298850575,0.08196721311475409,0.08333333333333333
2021-01-01,2021-01-16,2000,2000,0.506,0.494,57,78,1865,0,0,0,0.0,0.0675,0.09195402298850575,0.08196721311475409,0.09166666666666666
2021-01-01,2021-01-17,2000,2000,0.506,0.494,58,81,1861,0,0,0,0.0,0.0695,0.09195402298850575,0.08196721311475409,0.09166666666666666
2021-01-01,2021-01-18,2000,2000,0.506,0.494,60,83,1857,0,0,0,0.0,0.0715,0.10344827586206896,0.08196721311475409,0.09166666666666666
2021-01-01,2021-01-19,2000,2000,0.506,0.494,61,86,1853,0,0,0,0.0,0.0735,0.10344827586206896,0.08196721311475409,0.09166666666666666
2021-01-01,2021-01-20,2000,2000,0.506,0.494,63,90,1847,0,0,0,0.0,0.0765,0.10344827586206896,0.08196721311475409,0.1
2021-01-01,2021-01-21,2000,2000,0.506,0.494,67,91,1842,0,0,0,0.0,0.079,0.10344827586206896,0.08196721311475409,0.10833333333333334
2021-01-01,2021-01-22,2000,2000,0.506,0.494,69,94,1837,0,0,0,0.0,0.0815,0.10344827586206896,0.08196721311475409,0.11666666666666667
2021-01-01,2021-01-23,2000,2000,0.506,0.494,74,97,1829,0,0,0,0.0,0.0855,0.10344827586206896,0.08196721311475409,0.11666666666666667
2021-01-01,2021-01-24,2000,2000,0.506,0.494,75,101,1824,0,0,0,0.0,0.088,0.10344827586206896,0.08196721311475409,0.11666666666666667
2021-01-01,2021-01-25,2000,2000,0.506,0.494,76,103,1821,0,0,0,0.0,0.0895,0.11494252873563218,0.08196721311475409,0.11666666666666667
2021-01-01,2021-01-26,2000,1999,0.506,0.494,72,111,1816,1,0,0,0.008928571428571428,0.092,0.11494252873563218,0.08196721311475409,0.125
2021-01-01,2021-01-27,2000,1999,0.506,0.494,70,115,1814,1,0,0,0.008620689655172414,0.093,0.11494252873563218,0.08196721311475409,0.125
