start_date,current_date,starting_pop,current_pop,female_pop_pct,male_pop_pct,sick,recovered,uninfected,dead,vacinated,wasted_vaccine,mortality_rate,infection_rate,teacher_sick_rate,hospital_worker_sick_rate,frontline_worker_sick_rate
2021-01-01,2021-01-01,2000,2000,0.506,0.494,91,9,1900,0,0,0,0.0,0.05,0.08045977011494253,0.06557377049180328,0.075
2021-01-01,2021-01-02,2000,2000,0.506,0.494,90,12,1898,0,0,0,0.0,0.051,0.08045977011494253,0.06557377049180328,0.075
2021-01-01,2021-01-03,2000,2000,0.506,0.494,88,15,1897,0,0,0,0.0,0.0515,0.08045977011494253,0.06557377049180328,0.08333333333333333
2021-01-01,2021-01-04,2000,2000,0.506,0.494,86,21,1893,0,0,0,0.0,0.0535,0.08045977011494253,0.08196721311475409,0.09166666666666666
2021-01-01,2021-01-05,2000,2000,0.506,0.494,83,25,1892,0,0,0,0.0,0.054,0.08045977011494253,0.08196721311475409,0.09166666666666666
2021-01-01,2021-01-06,2000,2000,0.506,0.494,82,30,1888,0,0,0,0.0,0.056,0.08045977011494253,0.08196721311475409,0.09166666666666666
2021-01-01,2021-01-07,2000,2000,0.506,0.494,80,35,1885,0,0,0,0.0,0.0575,0.08045977011494253,0.09836065573770492,0.09166666666666666
2021-01-01,2021-01-08,2000,2000,0.506,0.494,82,37,1881,0,0,0,0.0,0.0595,0.08045977011494253,0.09836065573770492,0.09166666666666666
2021-01-01,2021-01-09,2000,2000,0.506,0.494,82,39,1879,0,0,0,0.0,0.0605,0.08045977011494253,0.09836065573770492,0.09166666666666666
2021-01-01,2021-01-10,2000,2000,0.506,0.494,80,44,1876,0,0,0,0.0,0.062,0.08045977011494253,0.09836065573770492,0.09166666666666666
2021-01-01,2021-01-11,2000,2000,0.506,0.494,80,46,1874,0,0,0,0.0,0.063,0.08045977011494253,0.09836065573770492,0.09166666666666666
2021-01-01,2021-01-12,2000,2000,0.506,0.494,78,54,1868,0,0,0,0.0,0.066,0.08045977011494253,0.09836065573770492,0.09166666666666666
2021-01-01,2021-01-13,2000,2000,0.506,0.494,80,54,1866,0,0,0,0.0,0.067,0.08045977011494253,0.09836065573770492,0.09166666666666666
2021-01-01,2021-01-14,2000,2000,0.506,0.494,87,55,1858,0,0,0,0.0,0.071,0.08045977011494253,0.11475409836065574,0.10833333333333334
2021-01-01,2021-01-15,2000,2000,0.506,0.494,89,57,1854,0,0,0,0.0,0.073,0.08045977011494253,0.11475409836065574,0.11666666666666667
2021-01-01,2021-01-16,2000,2000,0.506,0.494,84,62,1854,0,0,0,0.0,0.073,0.08045977011494253,0.11475409836065574,0.11666666666666667
2021-01-01,2021-01-17,2000,2000,0.506,0.494,87,63,1850,0,200,15,0.0,0.075,0.08045977011494253,0.13114754098360656,0.125
2021-01-01,2021-01-18,2000,2000,0.506,0.494,89,67,1844,0,200,15,0.0,0.078,0.08045977011494253,0.13114754098360656,0.13333333333333333
2021-01-01,2021-01-19,2000,2000,0.506,0.494,84,73,1843,0,200,15,0.0,0.0785,0.08045977011494253,0.13114754098360656,0.14166666666666666
2021-01-01,2021-01-20,2000,2000,0.506,0.494,81,78,1841,0,200,15,0.0,0.0795,0.08045977011494253,0.13114754098360656,0.14166666666666666
2021-01-01,2021-01-21,2000,2000,0.506,0.494,84,80,1836,0,200,15,0.0,0.082,0.08045977011494253,0.14754098360655737,0.14166666666666666
2021-01-01,2021-01-22,2000,2000,0.506,0.494,83,85,1832,0,200,15,0.0,0.084,0.08045977011494253,0.14754098360655737,0.14166666666666666
2021-01-01,2021-01-23,2000,2000,0.506,0.494,81,90,1829,0,200,15,0.0,0.0855,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-24,2000,1999,0.506,0.494,77,96,1826,1,200,15,0.010309278350515464,0.087,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-25,2000,1999,0.506,0.494,75,101,1823,1,200,15,0.00980392156862745,0.0885,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-26,2000,1999,0.506,0.494,67,109,1823,1,200,15,0.00909090909090909,0.0885,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-27,2000,1999,0.506,0.494,69,111,1819,1,200,15,0.008928571428571428,0.0905,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-28,2000,1999,0.506,0.494,62,119,1818,1,200,15,0.008333333333333333,0.091,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-29,2000,1999,0.506,0.494,61,122,1816,1,200,15,0.008130081300813009,0.092,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-30,2000,1999,0.506,0.494,61,125,1813,1,200,15,0.007936507936507936,0.0935,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-01-31,2000,1999,0.506,0.494,63,129,1807,1,200,15,0.007692307692307693,0.0965,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-02-01,2000,1999,0.506,0.494,61,133,1805,1,400,34,0.007462686567164179,0.0975,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-02-02,2000,1998,0.506,0.494,61,136,1801,2,400,34,0.014492753623188406,0.0995,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-02-03,2000,1998,0.506,0.494,59,141,1798,2,400,34,0.013986013986013986,0.101,0.08045977011494253,0.16393442622950818,0.14166666666666666
2021-01-01,2021-02-04,2000,1998,0.506,0.494,59,146,1793,2,400,34,0.013513513513513514,0.1035,0.08045977011494253,0.18032786885245902,0.14166666666666666
2021-01-01,2021-02-05,2000,1998,0.506,0.494,64,146,1788,2,400,34,0.013513513513513514,0.106,0.09195402298850575,0.18032786885245902,0.15
2021-01-01,2021-02-06,2000,1997,0.506,0.494,59,154,1784,3,400,34,0.01910828025477707,0.108,0.09195402298850575,0.18032786885245902,0.15833333333333333
2021-01-01,2021-02-07,2000,1997,0.506,0.494,61,156,1780,3,400,34,0.018867924528301886,0.11,0.09195402298850575,0.18032786885245902,0.15833333333333333
2021-01-01,2021-02-08,2000,1997,0.506,0.494,66,159,1772,3,400,34,0.018518518518518517,0.114,0.09195402298850575,0.18032786885245902,0.15833333333333333
2021-01-01,2021-02-09,2000,1997,0.506,0.494,64,162,1771,3,400,34,0.01818181818181818,0.1145,0.09195402298850575,0.18032786885245902,0.15833333333333333
2021-01-01,2021-02-10,2000,1997,0.506,0.494,63,167,1767,3,400,34,0.01764705882352941,0.1165,0.09195402298850575,0.19672131147540983,0.15833333333333333
2021-01-01,2021-02-11,2000,1997,0.506,0.494,60,171,1766,3,400,34,0.017241379310344827,0.117,0.09195402298850575,0.19672131147540983,0.15833333333333333
2021-01-01,2021-02-12,2000,1997,0.506,0.494,58,175,1764,3,400,34,0.016853932584269662,0.118,0.09195402298850575,0.19672131147540983,0.16666666666666666
2021-01-01,2021-02-13,2000,1997,0.506,0.494,59,178,1760,3,400,34,0.016574585635359115,0.12,0.09195402298850575,0.21311475409836064,0.175
2021-01-01,2021-02-14,2000,1997,0.506,0.494,56,185,1756,3,400,34,0.015957446808510637,0.122,0.09195402298850575,0.21311475409836064,0.175
2021-01-01,2021-02-15,2000,1997,0.506,0.494,57,189,1751,3,400,34,0.015625,0.1245,0.09195402298850575,0.21311475409836064,0.175
2021-01-01,2021-02-16,2000,1996,0.506,0.494,56,192,1748,4,600,58,0.02040816326530612,0.126,0.09195402298850575,0.22950819672131148,0.175
2021-01-01,2021-02-17,2000,1996,0.506,0.494,54,196,1746,4,600,58,0.02,0.127,0.10344827586206896,0.22950819672131148,0.175
2021-01-01,2021-02-18,2000,1996,0.506,0.494,55,202,1739,4,600,58,0.019417475728155338,0.1305,0.11494252873563218,0.22950819672131148,0.18333333333333332
2021-01-01,2021-02-19,2000,1996,0.506,0.494,59,203,1734,4,600,58,0.01932367149758454,0.133,0.12643678160919541,0.2459016393442623,0.18333333333333332
2021-01-01,2021-02-20,2000,1996,0.506,0.494,58,207,1731,4,600,58,0.018957345971563982,0.1345,0.12643678160919541,0.2459016393442623,0.2
